case_id,transcript,wav,source_dir,text
case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00,inputs\transcripts\case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00.txt,inputs\wav\case_0255_20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070128_923_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000003_00,How about the turkey? It's always a crowd-pleaser.
case_0256_20260712_070139_097_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000004_00,inputs\transcripts\case_0256_20260712_070139_097_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000004_00.txt,inputs\wav\case_0256_20260712_070139_097_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070139_097_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000004_00,"Turkey, lettuce, tomato, and mayo. Yum!"
case_0257_20260712_070148_898_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000005_00,inputs\transcripts\case_0257_20260712_070148_898_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000005_00.txt,inputs\wav\case_0257_20260712_070148_898_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070148_898_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000005_00,"Red, orange, yellow, green, blue, indigo, violet. Coloring the world!"
case_0258_20260712_070208_413_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000006_00,inputs\transcripts\case_0258_20260712_070208_413_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000006_00.txt,inputs\wav\case_0258_20260712_070208_413_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070208_413_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000006_00,"Once upon a time, a lost puppy found a sandwich. It was happy and full. From then on, the sandwich was known as the"
case_0259_20260712_070224_054_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000007_00,inputs\transcripts\case_0259_20260712_070224_054_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000007_00.txt,inputs\wav\case_0259_20260712_070224_054_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070224_054_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000007_00,Just had a rough customer. How about you? Anything good today?
case_0260_20260712_070237_129_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000008_00,inputs\transcripts\case_0260_20260712_070237_129_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000008_00.txt,inputs\wav\case_0260_20260712_070237_129_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000008_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070237_129_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000008_00,"Ever notice how the chips get the best of us? Best snack, worst teeth."
case_0261_20260712_070253_143_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000009_00,inputs\transcripts\case_0261_20260712_070253_143_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000009_00.txt,inputs\wav\case_0261_20260712_070253_143_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000009_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070253_143_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000009_00,Trying to keep the bodega afloat. Every little bit helps.
case_0262_20260712_070301_450_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000010_00,inputs\transcripts\case_0262_20260712_070301_450_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000010_00.txt,inputs\wav\case_0262_20260712_070301_450_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000010_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070301_450_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000010_00,"Thanks, Red. Means a lot."
case_0263_20260712_070308_214_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000011_00,inputs\transcripts\case_0263_20260712_070308_214_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000011_00.txt,inputs\wav\case_0263_20260712_070308_214_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000011_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070308_214_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000011_00,"Red, huh? Fits you. Here, have a chip on the house."
case_0291_20260712_214416_193_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000000_00,inputs\transcripts\case_0291_20260712_214416_193_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000000_00.txt,inputs\wav\case_0291_20260712_214416_193_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214416_193_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000000_00,"Hello there, what can I get for you today?"
case_0292_20260712_214422_351_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000001_00,inputs\transcripts\case_0292_20260712_214422_351_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000001_00.txt,inputs\wav\case_0292_20260712_214422_351_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214422_351_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000001_00,"A sandwich or some chips, maybe?"
case_0293_20260712_214431_775_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000002_00,inputs\transcripts\case_0293_20260712_214431_775_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000002_00.txt,inputs\wav\case_0293_20260712_214431_775_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214431_775_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000002_00,"Our sandwiches are five dollars, chips two. Need anything else?"
case_0294_20260712_214444_849_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000003_00,inputs\transcripts\case_0294_20260712_214444_849_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000003_00.txt,inputs\wav\case_0294_20260712_214444_849_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214444_849_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000003_00,"We've got turkey, ham, and veggie sandwiches. Which one sounds good?"
case_0295_20260712_214453_500_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000004_00,inputs\transcripts\case_0295_20260712_214453_500_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000004_00.txt,inputs\wav\case_0295_20260712_214453_500_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214453_500_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000004_00,"We don't do favors, but if you're nice about it, I might consider it. What do you have in mind?"
case_0296_20260712_214512_355_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000005_00,inputs\transcripts\case_0296_20260712_214512_355_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000005_00.txt,inputs\wav\case_0296_20260712_214512_355_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214512_355_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000005_00,I'm partial to the turkey myself. Rich and satisfying.
case_0297_20260712_214523_258_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000006_00,inputs\transcripts\case_0297_20260712_214523_258_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000006_00.txt,inputs\wav\case_0297_20260712_214523_258_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_214523_258_Alfie_Line_6C5F7377423C1E4C5090BD833BB55393_000006_00,"Red, orange, yellow, green, blue, indigo, violet. Need anything else?"
case_0298_20260712_221517_774_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000000_00,inputs\transcripts\case_0298_20260712_221517_774_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000000_00.txt,inputs\wav\case_0298_20260712_221517_774_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221517_774_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000000_00,"Hello there, what can I get for you today?"
case_0299_20260712_221523_780_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000001_00,inputs\transcripts\case_0299_20260712_221523_780_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000001_00.txt,inputs\wav\case_0299_20260712_221523_780_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221523_780_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000001_00,"I'm sorry, could you repeat that?"
case_0300_20260712_221529_496_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000002_00,inputs\transcripts\case_0300_20260712_221529_496_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000002_00.txt,inputs\wav\case_0300_20260712_221529_496_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221529_496_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000002_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0301_20260712_221540_388_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000003_00,inputs\transcripts\case_0301_20260712_221540_388_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000003_00.txt,inputs\wav\case_0301_20260712_221540_388_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221540_388_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000003_00,"We've got the turkey, the roast beef, and the veggie special. Which one sounds good?"
case_0302_20260712_221550_202_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000004_00,inputs\transcripts\case_0302_20260712_221550_202_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000004_00.txt,inputs\wav\case_0302_20260712_221550_202_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221550_202_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000004_00,The roast beef is always a hit. Yum!
case_0303_20260712_221600_986_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000005_00,inputs\transcripts\case_0303_20260712_221600_986_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000005_00.txt,inputs\wav\case_0303_20260712_221600_986_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221600_986_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000005_00,"It's ham, turkey, Swiss cheese, and lettuce on rye. Close enough to roast beef, right?"
case_0304_20260712_221623_380_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000006_00,inputs\transcripts\case_0304_20260712_221623_380_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000006_00.txt,inputs\wav\case_0304_20260712_221623_380_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221623_380_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000006_00,"It's a house specialty. The turkey's pretty good too, if you ask me."
case_0305_20260712_221634_476_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000007_00,inputs\transcripts\case_0305_20260712_221634_476_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000007_00.txt,inputs\wav\case_0305_20260712_221634_476_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_221634_476_Alfie_Line_D5C91DD94BEFCA523D58A8A85F6C21C4_000007_00,"Red, orange, yellow, green, blue, indigo, violet. Though I think you might be daydreaming."
case_0306_20260713_122839_024_Alfie_Line_80998E274D47AA4FA8BFF699CDAC1816_000000_00,inputs\transcripts\case_0306_20260713_122839_024_Alfie_Line_80998E274D47AA4FA8BFF699CDAC1816_000000_00.txt,inputs\wav\case_0306_20260713_122839_024_Alfie_Line_80998E274D47AA4FA8BFF699CDAC1816_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_122839_024_Alfie_Line_80998E274D47AA4FA8BFF699CDAC1816_000000_00,"Hello there, what can I get for you today?"
case_0307_20260713_142103_908_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000000_00,inputs\transcripts\case_0307_20260713_142103_908_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000000_00.txt,inputs\wav\case_0307_20260713_142103_908_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142103_908_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000000_00,"Hello there, what can I get for you today?"
case_0308_20260713_142111_546_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000001_00,inputs\transcripts\case_0308_20260713_142111_546_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000001_00.txt,inputs\wav\case_0308_20260713_142111_546_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142111_546_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000001_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0309_20260713_142120_252_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000002_00,inputs\transcripts\case_0309_20260713_142120_252_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000002_00.txt,inputs\wav\case_0309_20260713_142120_252_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142120_252_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000002_00,"We've got turkey, ham, and veggie. Which one sounds good?"
case_0310_20260713_142132_831_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000003_00,inputs\transcripts\case_0310_20260713_142132_831_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000003_00.txt,inputs\wav\case_0310_20260713_142132_831_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142132_831_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000003_00,How about the turkey? It's always a crowd-pleaser.
case_0311_20260713_142141_084_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000004_00,inputs\transcripts\case_0311_20260713_142141_084_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000004_00.txt,inputs\wav\case_0311_20260713_142141_084_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142141_084_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000004_00,"Turkey, lettuce, tomato, and mayo. Yum!"
case_0312_20260713_142152_397_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000005_00,inputs\transcripts\case_0312_20260713_142152_397_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000005_00.txt,inputs\wav\case_0312_20260713_142152_397_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142152_397_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000005_00,"Ham is delicious too. Just ham, cheese, and mayo."
case_0313_20260713_142203_658_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000006_00,inputs\transcripts\case_0313_20260713_142203_658_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000006_00.txt,inputs\wav\case_0313_20260713_142203_658_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142203_658_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000006_00,Both are great. Depends on your mood.
case_0314_20260713_142217_647_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000007_00,inputs\transcripts\case_0314_20260713_142217_647_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000007_00.txt,inputs\wav\case_0314_20260713_142217_647_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142217_647_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000007_00,Did you know turkey sandwiches were popularized in the 1920s?
case_0315_20260713_142226_924_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000008_00,inputs\transcripts\case_0315_20260713_142226_924_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000008_00.txt,inputs\wav\case_0315_20260713_142226_924_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000008_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142226_924_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000008_00,"From a history of sandwiches book. Fun, right?"
case_0316_20260713_142234_938_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000009_00,inputs\transcripts\case_0316_20260713_142234_938_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000009_00.txt,inputs\wav\case_0316_20260713_142234_938_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000009_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142234_938_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000009_00,Maybe try a chip with it? Crunchy and satisfying.
case_0317_20260713_142247_721_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000010_00,inputs\transcripts\case_0317_20260713_142247_721_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000010_00.txt,inputs\wav\case_0317_20260713_142247_721_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000010_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142247_721_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000010_00,"Most sandwich bread is made with bleached flour. Not so exciting, huh?"
case_0318_20260713_142337_253_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000011_00,inputs\transcripts\case_0318_20260713_142337_253_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000011_00.txt,inputs\wav\case_0318_20260713_142337_253_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000011_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142337_253_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000011_00,The average person eats 181 sandwiches a year. Quite a bite!
case_0319_20260713_142358_218_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000012_00,inputs\transcripts\case_0319_20260713_142358_218_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000012_00.txt,inputs\wav\case_0319_20260713_142358_218_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000012_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260713_142358_218_Alfie_Line_C83FA3F4462C96658F16EE81928BD66B_000012_00,"Brown, blonde, red, black, platinum. What's your favorite?"
